        X        	     Y
					
-1               	-0.00440345710123
-0.98994974874371	0.051520752757767
-0.97989949748743	-0.03336911114446
-0.96984924623115	-0.09025127577384
-0.95979899497487	0.003588702015718
-0.94974874371859	0.035429888925649
-0.93969849246231	0.076320479732666
-0.92964824120603	0.024751792345113
-0.91959798994974	-0.01603344329296
-0.90954773869346	0.090855465004134
-0.89949748743718	0.020994483804041
-0.88944723618090	0.113807508688929
-0.87939698492462	0.024539701535657
-0.86934673366834	0.032986829070804
-0.85929648241206	0.024230330193596
-0.84924623115577	-0.05918049755815
-0.83919597989949	-0.06047685549981
-0.82914572864321	-0.06486013154353
-0.81909547738693	0.208577058120104
-0.80904522613065	0.008714849804398
-0.79899497487437	0.121240376388996
-0.78894472361809	0.060423578060886
-0.77889447236180	0.209604703321069
-0.76884422110552	0.114428574136379
-0.75879396984924	-0.10303908342257
-0.74874371859296	-0.01522494339412
-0.73869346733668	0.104424842347255
-0.72864321608040	0.041772673688165
-0.71859296482412	0.237112690851070
-0.70854271356783	0.003400028423258
-0.69849246231155	-0.14943344411470
-0.68844221105527	0.047703640343228
-0.67839195979899	-0.09035596395900
-0.66834170854271	0.003297471798370
-0.65829145728643	0.103692736967221
-0.64824120603015	0.024254219541737
-0.63819095477386	0.020969850415377
-0.62814070351758	-0.03111790460775
-0.61809045226130	-0.02840579265492
-0.60804020100502	-0.02639783772201
-0.59798994974874	-0.29827067011078
-0.58793969849246	0.018723457519171
-0.57788944723618	0.076243362726792
-0.56783919597990	-0.15466399151646
-0.55778894472361	-0.17915577472156
-0.54773869346733	0.033147754489708
-0.53768844221105	-0.18163404429891
-0.52763819095477	-0.20068260316752
-0.51758793969849	0.044363772957428
-0.50753768844221	-0.10168348100950
-0.49748743718593	0.086584219050901
-0.48743718592964	-0.16871270010954
-0.47738693467336	-0.10243131017907
-0.46733668341708	-0.01826663955684
-0.45728643216080	0.011127333527490
-0.44723618090452	0.001651726092288
-0.43718592964824	-0.02720455416012
-0.42713567839196	-0.07050577100934
-0.41708542713567	-0.10656081521463
-0.40703517587939	-0.00164636932558
-0.39698492462311	-0.08937756255592
-0.38693467336683	-0.00948024450292
-0.37688442211055	0.056230098580877
-0.36683417085427	-0.27832730557468
-0.35678391959799	0.126241335475390
-0.34673366834170	-0.11818843537343
-0.33668341708542	0.075920109475702
-0.32663316582914	0.098717943126301
-0.31658291457286	-0.20402469684541
-0.30653266331658	-0.04011476110268
-0.29648241206030	0.288155416696099
-0.28643216080402	-0.08058782931901
-0.27638190954773	-0.01114956565819
-0.26633165829145	-0.02734566732742
-0.25628140703517	0.065690252059455
-0.24623115577889	0.047270435516410
-0.23618090452261	-0.15712825365488
-0.22613065326633	-0.10706250051937
-0.21608040201005	-0.02965317457998
-0.20603015075376	-0.07061763039602
-0.19597989949748	0.187872554621987
-0.18592964824120	-0.02265977255847
-0.17587939698492	-0.02372995519219
-0.16582914572864	-0.15227098114430
-0.15577889447236	-0.20034577229421
-0.14572864321608	0.008649944244557
-0.13567839195979	-0.09174239384093
-0.12562814070351	-0.00844143335725
-0.11557788944723	-0.15793994200412
-0.10552763819095	0.013265971023440
-0.09547738693467	-0.25932205938283
-0.08542713567839	0.076938032901607
-0.07537688442211	0.003044198885942
-0.06532663316582	-0.07259023029255
-0.05527638190954	-0.20184550763684
-0.04522613065326	-0.12775372331998
-0.03517587939698	-0.06497588778281
-0.02512562814070	0.027823046184021
-0.01507537688442	-0.19901091779377
-0.00502512562814	0.031002101003390
0.005025125628140	0.175284475887078
0.015075376884422	-0.15424149262607
0.025125628140703	-0.06117690827249
0.035175879396984	-0.17730136198530
0.045226130653266	-0.28696068518242
0.055276381909547	0.027915304477466
0.065326633165829	-0.05377588806178
0.075376884422110	-0.17849640405641
0.085427135678392	-0.12051155791631
0.095477386934673	-0.15944320732174
0.105527638190955	-0.28743835870363
0.115577889447236	-0.43449309980555
0.125628140703518	-0.15619358018972
0.135678391959799	-0.20307440228834
0.145728643216080	-0.22006739622620
0.155778894472362	-0.25276862489129
0.165829145728643	-0.35585787744877
0.175879396984925	-0.23246264060953
0.185929648241206	-0.17049269824007
0.195979899497487	-0.29935383617981
0.206030150753769	-0.15484744719757
0.216080402010050	-0.23408570434288
0.226130653266332	-0.22404233254681
0.236180904522613	-0.36407685342641
0.246231155778894	-0.30505086329872
0.256281407035176	-0.19520955492712
0.266331658291457	-0.32299461058657
0.276381909547739	-0.23577465917939
0.286432160804020	-0.06223784580431
0.296482412060302	-0.18873758144774
0.306532663316583	-0.17290233188442
0.316582914572864	-0.04911170592625
0.326633165829146	-0.17623332401579
0.336683417085427	-0.26274026746168
0.346733668341709	-0.11623454892214
0.356783919597990	-0.41076345930936
0.366834170854271	-0.39753374854919
0.376884422110553	-0.13658073770291
0.386934673366834	-0.30212528876933
0.396984924623116	-0.36096508504633
0.407035175879397	-0.32016465620407
0.417085427135678	-0.40163978237300
0.427135678391960	-0.41367001298853
0.437185929648241	-0.43238374318847
0.447236180904523	-0.45830536422955
0.457286432160804	-0.50643337220909
0.467336683417085	-0.42713415928452
0.477386934673367	-0.48762193955246
0.487437185929648	-0.29486772810441
0.497487437185930	-0.42427556383362
0.507537688442211	-0.35431943591905
